,ResponseType,IPAddress,DurationS,Latitude,Longitude,Ocupacao,Estado ,Regiao,Hectares ,Culturas,Ano,Irrigado,SPD,BeneficioSPD,Cobertura,CulturadeCobertura,SLP,PDProblematica,PDRGly,PDRnome,PDRHerb,PRRHerbnome,RespAplic,TreinAplic,ManejoAlternativo,AdocaodeAuxinsT
210,IP Address,179.197.165.138,53,-21.24240112,-44.99789429,NA,NA,NA,NA,,,,,,,,,capim colchao (Digitaria sanguinalis),,,,,,,,
211,IP Address,189.40.85.93,472,-19.90170288,-43.96420288,Tecnico agricola,"GO, MG, SP","Centro, Sudeste ",1000,Milho,2 (ex.: safra e safrinha),Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,,Tecnico agricola,Sim,Cultural,Sim
212,IP Address,177.104.76.136,1200,-21.76220703,-43.34809875,Agronomo,MG,Sudeste,12,Eucalipto,1 (ex.: safra),Nao,Nao,,Nao,,Nao,Brachiaria decumbens e Panicum maximum,Nao,,Nao tenho certeza,,"Agronomo,Aplicador especialista",Sim,Mecanico,
213,IP Address,138.99.51.88,201,-21.25010681,-48.5579071,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
214,IP Address,138.99.51.88,733,-21.25010681,-48.5579071,Agronomo,SP,Sudeste,21000,"Cana-de-acucar, Amendoim",1 (ex.: safra),Nao,Nao,,Sim,Grotalaria,Nao,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim massambara (Sorghum halepense), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), poaia-branca (Richardia brasiliensis), mucuna preta",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), Sorgo alepense",Sim,Outros (descreva),"Aplicador especialista,Funcionario da fazenda,Produtor rural",Sim,"Biologico,Cultural,Fisico,Mecanico",
215,IP Address,187.39.158.47,590,-22.72740173,-47.64480591,Agronomo,SP,Sudeste,0,"Algodao, Arroz, Cana-de-acucar, Feijao, HF, Milho, Soja",2 (ex.: safra e safrinha),Parcialmente,Nao,,Sim,crotalaria e brachiaria,Nao,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), trapoeraba (Commelina sp.)",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select]), Inibidor de fotossistema I (ex. Paraquate [Gramoxone])","Agronomo,Aplicador especialista,Cooperativa,Funcionario da fazenda,Produtor rural",Sim,"Cultural,Mecanico",Sim
216,IP Address,187.26.64.88,20162,-23.57330322,-46.64169312,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
217,IP Address,177.20.171.175,112,-23.48860168,-48.7592926,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
218,IP Address,177.79.4.159,711,-19.90170288,-43.96420288,"Consultor, Produtor rural",MG,Sudeste,1500,"Cafe, Feijao, Milho",1 (ex.: safra),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,Brachiaria ,Nao,"capim-amargoso (Digitaria insularis), capim massambara (Sorghum halepense), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.)",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,"Funcionario da fazenda,Produtor rural",Sim,Nenhum,Sim
219,IP Address,179.104.140.32,763,-18.91540527,-48.27259827,"Agronomo, Produtor rural",MG,Sudeste,6500,"Cafe, Feijao, Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,"Aveia preta,  milheto",Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), picao (Bidens sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Agronomo,Funcionario da fazenda",Sim,Cultural,Nao tenho certeza
220,IP Address,72.33.2.14,26,,,NA,NA,NA,NA,,,,Nao,,,,,,Nao,,Sim,,,,,
221,IP Address,177.79.12.54,259,-23.57330322,-46.64169312,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
222,IP Address,174.198.12.254,16,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
223,IP Address,179.157.48.146,39,,,Agronomo,MT,Centro,NA,Soja,2 (ex.: safra e safrinha),Nao,Sim,,,,,,,,,,,,,
224,IP Address,138.186.110.6,107,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
225,IP Address,187.19.100.71,202,,,Comercial (Gerencia/ATC/RTV/MKT),PR,Sul,NA,"Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Brachiaria ,  milheto  e aveia",Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,,,,,
226,IP Address,152.250.192.158,81,,,Professor,SP,Sudeste,NA,"Cana-de-acucar, Eucalipto",1 (ex.: safra),Nao,Nao,,,,,,,,,,,,,
227,IP Address,187.23.181.18,413,,,Agronomo,PR,Sul,5000,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na produtividade das culturas, Reducao na erosao do solo",Nao,,Nao,"buva (Conyza sp.), Capim-amargoso",Nao,,Nao tenho certeza,,,,,
228,IP Address,191.0.91.111,257,,,"Agronomo, Consultor, Produtor rural",MG,Sudeste,5000,"Cafe, Feijao, Milho, Soja, Trigo, CultInverno",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim," Brachiaria ,  Aveia,  Crotalaria ",Nao,"capim-amargoso (Digitaria insularis), capim massambara (Sorghum halepense), buva (Conyza sp.), leiteiro (Euphorbia heterophylla L), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-branco (Chloris sp.), buva (Conyza sp.)",Nao tenho certeza,,,,,
229,IP Address,179.96.250.33,49,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
230,IP Address,177.204.85.244,55,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
231,IP Address,191.55.101.23,53,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
232,IP Address,74.37.234.67,103,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
233,IP Address,189.68.194.150,101,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
234,IP Address,189.40.85.193,156,,,Estudante,MG,Sudeste,NA,Eucalipto,1 (ex.: safra),Nao,Nao,,Nao,,Sim,capim-amargoso (Digitaria insularis),Nao,,Nao,,,,,
235,IP Address,177.82.86.95,264,,,Comercial (Gerencia/ATC/RTV/MKT),SP,Sudeste,100,"Cana-de-acucar, Citrus, HF, Milho, Soja, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim colchao (Digitaria sanguinalis), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), tiririca (Cyperus sp.)",Sim,capim-amargoso (Digitaria insularis),Sim,,,,,
236,IP Address,177.134.52.82,49,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
237,IP Address,45.7.22.223,119,,,"Agronomo, Estudante",RS,Sul,600,"Soja, Trigo, CultInverno",2 (ex.: safra e safrinha),Nao,Sim,,,,,,,,,,,,,
238,IP Address,177.40.117.64,75655,,,"Agronomo, Pesquisador publico",MS,Centro,0,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), capim-branco (Chloris sp.), buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), capim-branco (Chloris sp.), buva (Conyza sp.)",Nao,,,,,
239,IP Address,191.32.71.40,97,,,"Pesquisador publico, Professor","PR, SP","Sul, Sudeste",NA,Outros,2 (ex.: safra e safrinha),Nao,Sim,"Aumento na materia organica do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao,,Nao,,,,,
240,IP Address,187.34.36.220,74,,,Agronomo,SP,Sudeste,NA,Cana-de-acucar,1 (ex.: safra),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas",,,,,,,,,,,,
241,IP Address,186.232.145.56,176,,,Agronomo,RS,Sul,150,"Milho, Soja, CultInverno",1 (ex.: safra),Nao,Sim,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,"Ervilhaca,  nabo",Nao,"Azevem (Lolium sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Nao,,Nao,,,,,
242,IP Address,187.16.171.86,191,,,"Agronomo, Pesquisador em empresa, Produtor rural",GO,Centro,100,"Feijao, Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na materia organica do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao,,,,,
243,IP Address,191.193.132.225,304,,,"Agronomo, Produtor rural",SP,Sudeste,110,"Feijao, Milho, Sorgo, CultInverno",2 (ex.: safra e safrinha),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim colchao (Digitaria sanguinalis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,,,,
244,IP Address,177.105.46.95,19,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
245,IP Address,191.14.190.172,56,,,Comercial (Gerencia/ATC/RTV/MKT),GO,Centro,420,"Feijao, Milho, Soja, Sorgo","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Parcialmente,,,,,,,,,,,,,
246,IP Address,187.181.160.20,143,,,Pesquisador em empresa,RS,Sul,NA,"Arroz, Milho, Soja",1 (ex.: safra),Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Azevem,  aveia",Nao,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), buva (Conyza sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Nao,,Sim,,,,,
247,IP Address,200.18.33.235,171,-29.68330383,-53.80000305,Professor,RS,Sul,NA,"Arroz, Soja",,,,,,,,,,,Sim,,,,,
248,IP Address,200.17.161.125,309,-31.76669312,-52.33329773,"Agronomo, Estudante, Pesquisador publico",RS,Sul,0,"Algodao, Arroz, Feijao, Milho, Soja, Trigo","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,,Nao,"arroz vermelho (Oryza sativa L), Azevem (Lolium sp.), buva (Conyza sp.), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select])","Agronomo,Aplicador especialista,Tecnico agricola",Sim,"Cultural,Fisico,Mecanico",Sim
249,IP Address,170.231.67.90,882,-24.99380493,-50.8618927,"Agronomo, Extensionista agricola",PR,Sul,NA,"Feijao, HF, Soja","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Azevem,  trigo,  nabo forrageiro",Nao,"buva (Conyza sp.), Erva-quente(Spermacoce latifolia) ",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), Erva-quente (Spermacoce latifolia) ",Nao tenho certeza,,"Produtor rural,Tecnico agricola",Sim,Cultural,Sim
250,IP Address,191.6.157.84,144,-28.10429382,-53.08860016,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
251,IP Address,177.70.75.107,446,-28.19259644,-53.49259949,Tecnico agricola,RS,Sul,150,"Citrus, Milho, Soja, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,Aveia preta ,Nao,"Azevem (Lolium sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), trapoeraba (Commelina sp.)",Nao tenho certeza,,Nao tenho certeza,,"Cooperativa,Tecnico agricola",Sim,Cultural,Nao tenho certeza
252,IP Address,177.70.76.89,420,-28.35319519,-53.8742981,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",RS,Sul,15000,"Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"Nabo,  ervilhaca,  aveia,  trigo mourisco ",Sim,"Azevem (Lolium sp.), capim-branco (Chloris sp.), buva (Conyza sp.), leiteiro (Euphorbia heterophylla L), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.)",Sim,"Azevem (Lolium sp.), capim-branco (Chloris sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidor de fotossistema I (ex. Paraquate [Gramoxone])","Agronomo,Produtor rural",Nao tenho certeza,Cultural,Nao tenho certeza
253,IP Address,186.227.183.238,183,,,Agronomo,"BA, GO, MT, MG, TO","Nordeste, Centro, Sudeste, Norte",10000,"Algodao, Arroz, Feijao, Milho, Soja, Sorgo, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Nao,,Nao,,Nao,"arroz vermelho (Oryza sativa L), capim-amargoso (Digitaria insularis), capim massambara (Sorghum halepense), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,buva (Conyza sp.),Sim,,,,,
254,IP Address,177.71.25.42,1121,-21.1802063,-48.65480042,Tecnico agricola,SP,Sudeste,30000,Cana-de-acucar,1 (ex.: safra),Parcialmente,Nao,,Sim,Crotalaria,Nao,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), corda-de-viola (Ipomoea sp.), tiririca (Cyperus sp.), Grama seda, mucuna preta, coloniao",Sim,"capim-amargoso (Digitaria insularis), capim-branco (Chloris sp.), buva (Conyza sp.)",Sim,Outros (descreva),"Funcionario da fazenda,Tecnico agricola",Sim,Nenhum,
255,IP Address,177.152.176.1,179,-15.14059448,-54.19499969,Agronomo,MT,Centro,50000,"Algodao, Milho, Soja",2 (ex.: safra e safrinha),Parcialmente,Sim,"Aumento na materia organica do solo, Aumento na produtividade das culturas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Sim,Inibidores da ACCase (ex. clethodim [Select]),Aplicador especialista,Sim,Mecanico,Sim
256,IP Address,177.95.133.188,109,-23.57330322,-46.64169312,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
257,IP Address,179.184.84.86,55,-29.68330383,-53.80000305,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
258,IP Address,200.18.33.235,16,-29.68330383,-53.80000305,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
259,IP Address,177.191.196.178,5076,,,"Agronomo, Pesquisador em empresa","GO, MT, MS, MG, SP","Centro,  Sudeste",NA,"Algodao, Cafe, Cana-de-acucar, Feijao, Milho, Soja, Sorgo",2 (ex.: safra e safrinha),Nao,Nao,,,,,,,,,,,,,
260,IP Address,200.17.174.3,255,-27.67669678,-52.25589752,"Agronomo, Produtor rural",RS,Sul,200,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Aveia e nabo ,Nao,"Azevem (Lolium sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), trapoeraba (Commelina sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Nao,,Aplicador especialista,Sim,Nenhum,Sim
261,IP Address,45.226.16.130,189,-29.90820313,-54.79229736,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
262,IP Address,200.203.46.40,531,-29.26449585,-53.62460327,"Agronomo, Extensionista agricola",RS,Sul,500,"Feijao, HF, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Parcialmente,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,gramineas,Sim,"Azevem (Lolium sp.), buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Nao tenho certeza,,Produtor rural,Sim,"Cultural,Mecanico",Nao tenho certeza
263,IP Address,45.226.16.52,2398,-29.90820313,-54.79229736,Extensionista agricola,RS,Sul,600,"Citrus, Feijao, Milho, Soja, Outros",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,AVEIA AZEVEM MUCUNA,Sim,"arroz vermelho (Oryza sativa L), capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,buva (Conyza sp.),Nao tenho certeza,,Produtor rural,Nao tenho certeza,"Cultural,Mecanico",Nao tenho certeza
264,IP Address,131.0.231.14,1022,-29.71620178,-52.80970001,Extensionista agricola,RS,Sul,4300,"Arroz, Cana-de-acucar, Feijao, Milho, Soja, Sorgo, CultInverno",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,Aveia,Nao,"arroz vermelho (Oryza sativa L), Azevem (Lolium sp.), capim-arroz (Echinochloa sp.), buva (Conyza sp.)",Sim,"Azevem (Lolium sp.), Buva",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Herbicidas mimetizadores de auxinas (ex.: 2, 4-D)","Agronomo,Aplicador especialista,Funcionario da fazenda,Produtor rural,Tecnico agricola",Sim,"Cultural,Nenhum",Nao tenho certeza
265,IP Address,187.5.215.35,1299,-27.86669922,-54.48329926,"Agronomo, Estudante, Extensionista agricola, Produtor rural",RS,Sul,20000,"Eucalipto, Milho, Soja, Trigo, CultInverno",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais",Sim,Aveia preta,Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), poaia-branca (Richardia brasiliensis)",Sim,buva (Conyza sp.),Sim,,"Funcionario da fazenda,Produtor rural",Nao tenho certeza,Nenhum,Sim
266,IP Address,187.23.136.237,30,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
267,IP Address,177.35.238.151,330,-29.68330383,-53.80000305,Estudante,RS,Sul,400,"Milho, Soja, Trigo","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,aveia,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,Funcionario da fazenda,Sim,Cultural,Sim
268,IP Address,191.53.162.125,794,-21.26739502,-45.04190063,"Agronomo, Estudante",MG,Sudeste,NA,"Cafe, HF",1 (ex.: safra),Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Mucuna anã,  capim braquiaria,  Feijao de porco e amendoim forrageiro",Nao,"capim colchao (Digitaria sanguinalis), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), trapoeraba (Commelina sp.), losna branca",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Outros (descreva),Sim,"Cultural,Fisico,Mecanico",
269,IP Address,177.79.3.51,270,-30.03329468,-51.19999695,Agronomo,RS,Sul,NA,"Arroz, Milho, Soja, Trigo",1 (ex.: safra),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,Aveia,Nao,arroz vermelho (Oryza sativa L),Sim,buva (Conyza sp.),Nao,,Agronomo,Sim,"Cultural,Mecanico",Sim
270,IP Address,168.227.170.102,413,-29.11369324,-54.7335968,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
271,IP Address,177.4.205.253,148,-28.38330078,-53.91670227,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
272,IP Address,200.140.104.22,84,-16.46789551,-54.6414032,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
273,IP Address,186.216.99.9,261,-21.26739502,-45.04190063,"Agronomo, Estudante, Produtor rural, Tecnico agricola",SP,Sudeste,10,Cafe,1 (ex.: safra),Nao,Nao,,Nao,,Nao,"capim-amargoso (Digitaria insularis), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,Agronomo,Sim,"Fisico,Mecanico",
274,IP Address,143.137.129.158,162,-29.58329773,-53.78330231,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
275,IP Address,177.4.205.253,4144,-28.38330078,-53.91670227,"Extensionista agricola, Tecnico agricola",RS,Sul,3200,"Cana-de-acucar, Feijao, Milho, Soja, Trigo, CultInverno",1 (ex.: safra),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,aveia,Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim-arroz (Echinochloa sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), poaia-branca (Richardia brasiliensis), losna brava (Artemisia verlotorum)",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), Losna brava",Nao tenho certeza,,Produtor rural,Sim,Cultural,Nao tenho certeza
